,ID,Predicted Well-Being Index
0,886447,0.06452183477587958
1,687564,0.07880071616775058
2,494935,0.05963593270689349
3,378919,0.07885004851593763
4,421878,0.05018246718531738
5,949719,0.05796547122249762
6,898972,0.0376291378427932
7,375574,0.06242702491206925
8,569844,0.21267501798736616
9,654472,0.163021725484278
10,101940,0.20812804069794183
11,153843,0.20172481421918004
12,381662,0.13884681843570312
13,624052,0.17936527514614659
14,939375,0.12584287409421813
15,164310,0.1767056486104321
16,900632,0.11433941328267838
17,175032,0.1484851179090556
18,867872,0.12985195779626818
19,256577,0.2209439902660073
20,288496,0.14366280142934423
21,618381,0.24142051373504717
22,231901,0.13723143065660198
23,179358,0.24363885487012207
24,192005,0.02986255898006418
25,298577,0.06273832811032132
26,942058,0.0016822863278506683
27,470561,0.03586178479329771
28,325435,0.045006955513286095
29,957155,0.04141762045860936
30,179606,0.03905581587331536
31,589467,0.03742272069168184
32,950555,0.02063209704586222
33,877326,0.051648812129372335
34,244798,0.02886097418415562
35,372861,0.06662275446645327
36,990512,0.08234346564323597
37,362014,0.09027611617432091
38,285518,0.0833415541312621
39,396661,0.05977231710096165
40,909004,0.1684666348864377
41,835410,0.1824394507125035
42,668839,0.1895058723690735
43,197160,0.19719456384884348
44,477910,0.1834308567482293
45,127790,0.18383923918767242
46,278551,0.18246833335758533
47,355696,0.1972058262215406
48,219016,0.047186723011473974
49,165043,0.03823387968557951
50,490373,0.01441875397610648
51,855980,0.03938090098775965
52,938424,0.06457248835010199
53,647622,0.05986345211214039
54,119825,0.05359419100894042
55,156794,0.03764065793604504
56,923580,0.012738250482453362
57,487140,0.04917440472700951
58,866086,0.03280028669442914
59,452935,0.017729632765097425
60,169028,0.05646364713141705
61,580970,0.07979629810634098
62,955095,0.08530694233498565
63,941913,0.0806379046618178
64,245773,0.11400772149375488
65,193213,0.10757909499084889
66,819526,0.10641571310600084
67,217776,0.10818862026170806
68,967306,0.04633207504423953
69,175117,0.014707091984598297
70,839729,0.02062374825581892
71,820458,0.013301000978216238
72,106612,0.01605929338269646
73,494836,0.049972098770939555
74,120162,0.02532154340492382
75,324312,0.03076918164071324
76,97466,0.1261896757112309
77,215356,0.12025686132079277
78,652733,0.17453326110949452
79,247966,0.12129750940007528
80,400311,0.05872230141438284
81,519043,0.048696477870634525
82,450315,0.049713805624511775
83,127267,0.027075863017438084
84,538837,0.04585143830313165
85,158925,0.06440438839378348
86,110538,0.04423207036246479
87,595603,0.02537528179984333
88,667497,0.157560350523669
89,520999,0.1557012393423277
90,583127,0.16194841799734394
91,510855,0.16026992538620566
92,671228,0.1746495765245311
93,393153,0.12735734728963538
94,612344,0.18566851695779774
95,760829,0.17123835466346216
96,221096,0.05373926809721008
97,552726,0.04836582831123726
98,760702,0.031955514455683065
99,869730,0.03925833200230072
100,584338,0.08030112430570785
101,855416,0.08680879764491267
102,344665,0.05662325227041759
103,691636,0.08137270754037856
104,15596,0.028307212730302123
105,346267,0.017727427245714356
106,283256,0.0694387169483231
107,359086,0.03912700835720012
108,760457,0.005944108972754214
109,429918,0.017244640929583277
110,461254,0.04125127541312401
111,738226,0.07903835421357192
112,959646,0.062028542336487524
113,609408,0.04136402357268365
114,129628,0.07214399023336415
115,906965,0.06763171550893687
116,526005,0.06902218817855355
117,871119,0.017247474426486664
118,415100,0.07527587041055084
119,176904,0.06866488620811845
120,133782,0.12758374677402617
121,761823,0.1494865192836376
122,912260,0.13893150457227027
123,840790,0.15084138703908484
124,940271,0.06068361967859859
125,793564,0.08679588077530781
126,773703,0.07706868495076974
127,459111,0.0510659349398197
128,561275,0.053208932451400404
129,153709,0.0506806634641353
130,161243,0.042181336486599774
131,793050,0.05322439643303245
132,728115,0.09307285796658987
133,434262,0.07731291438797416
134,717749,0.0775813882916398
135,627873,0.11458436271368
136,954328,0.1338652360936426
137,473094,0.1640142018927852
138,282482,0.1448471328189081
139,874517,0.22749804411080274
140,305666,0.17752349346303659
141,566931,0.18169311601770494
142,286545,0.18532923619378266
143,781582,0.182403654445565
144,494064,0.009335042748985722
145,905987,0.034068624433493455
146,249294,0.03396788310236609
147,855606,0.0347334535430211
148,760845,0.02791494871362815
149,839032,0.05215914462289267
150,506670,0.03570967723429108
151,126858,0.03537248814188293
152,954530,0.09299347901310523
153,904162,0.0872561258794799
154,997276,0.0918641785407705
155,676041,0.09451350042641549
156,592693,0.06984966857721081
157,859253,0.06264933414438295
158,936469,0.0900414498829552
159,349261,0.09703535450410805
160,336127,0.14895738929807872
161,106760,0.18323004822287975
162,202737,0.14164272614434592
163,725369,0.22280136687643903
164,524873,0.029182687609569935
165,478336,0.058630111709157384
166,248213,0.03826433899909626
167,931717,0.03230978591686723
168,936219,0.07719550880015846
169,573087,0.051563377892927253
170,847139,0.0690398785801763
171,136435,0.06210520076887294
172,911470,0.21899180348622038
173,795648,0.24504045327121754
174,380252,0.2594615374837498
175,830379,0.22546596215278522
176,239934,0.04633248901367587
177,243958,0.0717624907245823
178,381162,0.053136576641630295
179,832707,0.05214251866783798
180,862509,0.08233844323646106
181,542044,0.07730453637901141
182,594591,0.08317344407354427
183,369792,0.10190933631585763
184,165122,0.10485074379308157
185,316257,0.09263988418049829
186,342153,0.1456404365149747
187,861163,0.1796833201398178
188,419279,0.06641781983134598
189,986435,0.024715677646360623
190,287386,0.036700930254293884
191,921943,0.005724461641590017
192,643662,0.13612877004808377
193,425559,0.1450202536214913
194,425190,0.16093110593068494
195,375194,0.14348496865244342
196,205316,0.17967675653569914
197,362990,0.13366408912017197
198,885125,0.18717786521811813
199,729049,0.17773131445946122
200,255408,0.0457661227622328
201,889336,0.008806546917183355
202,567853,0.01897676564512779
203,881517,0.07205005156020866
204,862554,0.032517009488559345
205,689279,0.0451809207214276
206,619517,0.004997951075489726
207,589965,0.024965383534854224
208,378743,0.07427394334200005
209,889190,0.09815855861378109
210,126074,0.08151517919509932
211,566109,0.08148446633641504
212,449130,0.021488743278118283
213,410883,-0.006514396000475042
214,523594,0.014332953339481314
215,467612,0.018732055740048603
216,607267,0.013843517754940915
217,477529,0.032916392240341374
218,520504,0.026617927475033942
219,818746,0.038533324793058266
220,728709,0.285941219872499
221,706557,0.25895624739513956
222,802110,0.252484373444267
223,362847,0.26823796734620875
224,670489,0.08539227758071183
225,607816,0.12504198568932245
226,218533,0.11435317021135699
227,436175,0.10980312971687517
228,996480,0.14181621222723662
229,674629,0.10925755440570689
230,315096,0.15497876823792822
231,273408,0.15482844105869903
232,477191,0.020922106883920266
233,576190,0.03083903831034951
234,828139,0.017763838758219463
235,600713,-0.0038200113290194904
236,428403,0.09653014210735356
237,304094,0.08245679060385175
238,276721,0.16370127498825038
239,948606,0.11637674699109374
240,380515,0.08891416186607887
241,858103,0.059211223907075505
242,122754,0.06254813566923906
243,543289,0.09194367738054143
244,831291,0.09309425308420388
245,118939,0.07039545870904368
246,220363,0.10474154334198704
247,173635,0.06805354224870475
248,972059,0.05854157746934807
249,429032,0.07717457502359559
250,252701,0.07404297554386852
251,722273,0.09503090545564336
252,843913,0.0629506791426459
253,749618,0.08649702421612199
254,955667,0.0816655187297462
255,835936,0.0864881382316634
256,942469,0.12751028644155915
257,316877,0.15943451871838338
258,620029,0.1352366154916821
259,317713,0.1873899321951703
260,685284,0.0802754247074774
261,696586,0.06989382357206009
262,498631,0.06619329561634812
263,663245,0.07320826783817647
264,143057,0.14129187954478745
265,101728,0.10189171965074018
266,310627,0.13571172007384152
267,933005,0.12061516207246248
268,282099,0.0980369077295638
269,490417,0.0903687805052093
270,999488,0.07579101266240434
271,905329,0.12380735548270189
272,917542,0.03939373349929176
273,227260,0.07628347638973793
274,227650,0.009935394247518436
275,244353,0.024462786805060366
276,212817,0.15714384520099733
277,219248,0.14456674966117739
278,313943,0.19808797432400654
279,170351,0.19807701723402438
280,427395,0.12600711076163756
281,928568,0.11575423399167789
282,207843,0.14134868040181509
283,512289,0.11622962993155411
284,650808,0.12688798636190302
285,207522,0.09648491354826261
286,862766,0.10558528605644141
287,660339,0.09676181746082113
288,858302,0.05212265797646026
289,469416,0.06139185415133519
290,911794,0.08672706119569978
291,239716,0.09206424048262551
292,459239,0.01761929649120647
293,603034,-0.009528065147797582
294,367299,0.00675573230866372
295,498594,-0.008586395370116295
296,226241,0.031215918760583106
297,228237,0.027494384913543224
298,576596,0.019634527889007436
299,208822,0.009501369956095795
300,102017,0.10791108365962604
301,643195,0.08307877576910783
302,692675,0.1687161334939415
303,755692,0.1251097969335071
304,658623,0.2652854332311831
305,110809,0.2540764413743599
306,237243,0.2433201215935437
307,737377,0.24788795451048143
308,882010,0.021712745338824724
309,680634,0.03984348223315687
310,539153,0.03674872661873929
311,911641,0.05120505162584249
312,199605,0.014412932945926937
313,772815,0.025764602175220974
314,455361,0.04737457438111864
315,293599,0.028207572955811944
316,829566,0.11477768431310842
317,306904,0.11276992500207561
318,823193,0.1385176384149328
319,223885,0.14032831720108907
320,278386,0.07522304281906161
321,102318,0.11407549799254646
322,564262,0.09414645434589869
323,855826,0.08707442271308985
324,551029,0.08218341165861925
325,123086,0.06070049513197856
326,369139,0.0871739761755681
327,627211,0.0729565297958576
328,420041,0.11220169335620783
329,338014,0.13694376105766048
330,603810,0.1306758751670462
331,829884,0.15347890314476048
332,900508,0.23091422904325695
333,797378,0.22084638323979106
334,876950,0.23509694647588686
335,704538,0.22777298880033076
336,313848,0.0704011777426205
337,673799,0.028013836199173026
338,537348,0.05846236688156142
339,785274,0.0393164669916764
340,867874,0.0946250977268353
341,300381,0.11410036401300494
342,416838,0.1347705235610896
343,244087,0.13162164280726396
344,233039,0.06283947721503785
345,195469,0.0042666032223838135
346,191997,-0.004871510662939893
347,478248,-0.012039000814333178
348,330585,0.1019467095116745
349,335460,0.14547164214563224
350,155842,0.11502740154418167
351,912619,0.1476740720534062
352,762789,0.10978682661114453
353,265062,0.11644871538747487
354,110767,0.11205191726049962
355,606899,0.11230081592408148
356,775295,0.056026927584549746
357,226101,0.06943754876674596
358,721055,0.05762761521392534
359,269364,0.057310696808196004
